modelIdentifier;supplierOrTrademark;powerOnModeSDR;category
QU50TO750S;TELEFUNKEN;54.0;TELEVISION
32HA6002F;TELEFUNKEN;26.0;TELEVISION
D50Q700M6CW;TELEFUNKEN;54.0;TELEVISION
LT-24VAH33IW;JVC;16.0;TELEVISION
LT-32VAF535I;JVC;26.0;TELEVISION
LT-32VAH330S;JVC;26.0;TELEVISION
65QUAK9140BX;TELEFUNKEN;85.0;TELEVISION
43DM83UA;DAEWOO;51.0;TELEVISION
43FAE5514F;TELEFUNKEN;42.0;TELEVISION
LT-40VF4400;JVC;37.0;TELEVISION
LT-43VF4400;JVC;42.0;TELEVISION
24WV2463DB;TOSHIBA;16.0;TELEVISION
TE43750B45I2KZ;TELEFUNKEN;42.0;TELEVISION
32-FFB-4562F;FINLUX ;26.0;TELEVISION
D43U960B2CW;TELEFUNKEN;51.0;TELEVISION
43UVFR5020;FINLUX ;51.0;TELEVISION
S55A-ASWD;KONIX;76.0;TELEVISION
65A69S;Hisense;80.0;TELEVISION
65E61ST;Hisense;80.0;TELEVISION
65E62ST;Hisense;80.0;TELEVISION
T2452MSC-B2;IIYAMA CORPORATION;17.8;MONITOR
43S51Q;Hisense;42.0;TELEVISION
43S57Q;Hisense;42.0;TELEVISION
TN8605A-B1AG;IIYAMA CORPORATION;225.0;SIGNAGE
VS21061(IFP5541-1-1C);ViewSonic;58.3;SIGNAGE
VS21064(IFP8641-1-1C);ViewSonic;95.8;SIGNAGE
VS21065(IFP9841-1-1C);ViewSonic;110.6;SIGNAGE
VS21057(IFP7535-1-1C);ViewSonic;74.7;SIGNAGE
VS21058(IFP8635-1-1C);ViewSonic;95.4;SIGNAGE
MW3232-G;UNV Technology EUROPE B.V.;25.0;MONITOR
RA24A2TV;RADIOLA;17.0;TELEVISION
P26M2741QKAG01;MISURA;26.0;MONITOR
P26M2741QKAS01;MISURA;26.0;MONITOR
DD-EA272F;SHARP;14.6;MONITOR
FLV50501UH;F&U;54.0;TELEVISION
PB2412V;PRINCESSE;18.0;TELEVISION
32S59KX3;TCL;27.0;TELEVISION
50P79KX3;TCL;65.0;TELEVISION
TS-431N;aiwa;48.1;TELEVISION
P15A;ZEUSLAP;4.6;MONITOR
65E79S;Hisense;80.0;TELEVISION
65E77SL;Hisense;80.0;TELEVISION
MF2405-B;aiwa;18.0;MONITOR
DHI-LS550UZH-UF;Dahua;215.0;SIGNAGE
STV1212B;Shenzhen Canjing Intelligent Electronics Co., Ltd.;9.5;TELEVISION
STV1216B;Shenzhen Canjing Intelligent Electronics Co., Ltd.;9.5;TELEVISION
STV1218B;Shenzhen Canjing Intelligent Electronics Co., Ltd.;9.5;TELEVISION
STV1220B;Shenzhen Canjing Intelligent Electronics Co., Ltd.;9.5;TELEVISION
52G930B;LG Electronics;63.5;MONITOR
27GS85QX;LG Electronics;25.6;MONITOR
VG27VQM1B;ASUS;21.0;MONITOR
27BP55UP;LG Electronics;25.8;MONITOR
TV2282;ANTARION;15.0;TELEVISION
TV3263;ANTARION;27.0;TELEVISION
GS27FCA;GIGABYTE;17.0;MONITOR
55Q72S;Hisense;63.0;TELEVISION
JN-MD-IPS238F-C6;JAPANNEXT;15.4;MONITOR
PTV 55GQU-5026C;PEAQ;64.0;TELEVISION
50Q70S;Hisense;54.0;TELEVISION
50Q72S;Hisense;54.0;TELEVISION
50E7S;Hisense;54.0;TELEVISION
50Q70STUK;Hisense;54.0;TELEVISION
50E7STUK;Hisense;54.0;TELEVISION
85Q72S;Hisense;128.0;TELEVISION
85E7DS;Hisense;128.0;TELEVISION
43S5Q;Hisense;42.0;TELEVISION
32S59KX3;TCL;27.0;TELEVISION
50P79KX3;TCL;65.0;TELEVISION
TS-431N;aiwa;48.1;TELEVISION
P15A;ZEUSLAP;4.6;MONITOR
DD-EA272F;SHARP;14.6;MONITOR
FLV50501UH;F&U;54.0;TELEVISION
PB2412V;PRINCESSE;18.0;TELEVISION
CE49ALPHA ;Cepter;43.0;MONITOR
C23ALPHAX;Cepter;18.0;MONITOR
C34PULSEXHAS;Cepter;31.0;MONITOR
C32ATILIUS2;Cepter;32.9;MONITOR
C24PULSE2;Cepter;18.0;MONITOR
CR55EU6002A;Cepter;64.0;TELEVISION
CR65XM6002A;Cepter;70.0;TELEVISION
QM-6502;AG Neovo;167.3;SIGNAGE
FW-65BZ35L;SONY;85.0;MONITOR
28MQ750;LG Electronics;30.0;MONITOR
34WR50QK;LG Electronics;25.7;MONITOR
K-65XR90;SONY;80.0;TELEVISION
27US550;LG Electronics;25.9;MONITOR
32UN650K;LG Electronics;32.8;MONITOR
27UP850K;LG Electronics;25.8;MONITOR
32UP830K;LG Electronics;32.8;MONITOR
BCS-MLED32FHD;BCS;26.0;MONITOR
BCS-MLED43FHD;BCS;42.0;MONITOR
GFTY982;Gawfolk;30.4;MONITOR
T32Q1H-T8UK;TeeView;26.0;TELEVISION
D32H551R1CW-D;TELEFUNKEN;32.0;TELEVISION
D43U551R1CW;Telefunken;54.0;TELEVISION
D50U551R1CW;TELEFUNKEN;71.0;TELEVISION
D55U551R1CW;TELEFUNKEN;82.0;TELEVISION
D65V800M4CWH;Telefunken;109.0;TELEVISION
50H600UDSI;Hanseatic;71.0;TELEVISION
39H510HDS;Hanseatic;36.0;TELEVISION
D43F553M1;TELEFUNKEN;42.0;TELEVISION
D32F553M1CW;TELEFUNKEN;32.0;TELEVISION
U50KA6150;Hitachi;71.0;TELEVISION
XF22G501V;TELEFUNKEN;22.0;TELEVISION
XF22G501V-W;TELEFUNKEN;22.0;TELEVISION
XF22G501VD;TELEFUNKEN;22.0;TELEVISION
43-FWE-5120;FINLUX;42.0;TELEVISION
43-FUB-7050;FINLUX;54.0;TELEVISION
50UA9002;Telefunken;71.0;TELEVISION
LED32100;Teletech;32.0;TELEVISION
F32E4200;Hitachi;32.0;TELEVISION
50UA9001;TELEFUNKEN;71.0;TELEVISION
L24H553R1CWV WEISS;TELEFUNKEN;22.0;TELEVISION
D43F551R2CW;TELEFUNKEN;42.0;TELEVISION
UHTO65E;VESTEL;143.0;SIGNAGE
32LK3C63DAY;TOSHIBA;32.0;TELEVISION
32L2163DA ;Toshiba;32.0;TELEVISION
32LL3C63DA;TOSHIBA;32.0;TELEVISION
32LK3C63DA;Toshiba;32.0;TELEVISION
24WK3C64DA;TOSHIBA;21.0;TELEVISION
32WK3C64DA;TOSHIBA;32.0;TELEVISION
OS-32H500;TELEFUNKEN;32.0;TELEVISION
D32F554M1CW;Telefunken;32.0;TELEVISION
32LL3C63DAX;Toshiba;32.0;TELEVISION
32WD3C63DAX;TOSHIBA;32.0;TELEVISION
GTV2442III;Gelhard;22.0;TELEVISION
32HA6000;TELEFUNKEN;32.0;TELEVISION
D32H553E1CW;TELEFUNKEN;32.0;TELEVISION
D43F446A;TELEFUNKEN;42.0;TELEVISION
DL43U550T1CW;Luxor;54.0;TELEVISION
D43U660B1CW;Telefunken;54.0;TELEVISION
T50EX8620;TELEFUNKEN;71.0;TELEVISION
D65U660B1CW;Telefunken;109.0;TELEVISION
32WD3A63DA;TOSHIBA;32.0;TELEVISION
32W3063DA;TOSHIBA;32.0;TELEVISION
55UA6B63DA;TOSHIBA;82.0;TELEVISION
32LA3B63DA;Toshiba;32.0;TELEVISION
43LA2B63DA;Toshiba;42.0;TELEVISION
XH24J101-W;TELEFUNKEN;21.0;TELEVISION
XH24J501D-W;TELEFUNKEN;21.0;TELEVISION
XF32J511-W;TELEFUNKEN;32.0;TELEVISION
XH32J511;TELEFUNKEN;32.0;TELEVISION
XH32J511D-W;TELEFUNKEN;32.0;TELEVISION
XU58AJ600;TELEFUNKEN;70.0;TELEVISION
LT-24VH5965;JVC;21.0;TELEVISION
LT-43VF5955;JVC;42.0;TELEVISION
LT-58VA6955;JVC;70.0;TELEVISION
LT-43VU8055;JVC;54.0;TELEVISION
LT-55VU8055;JVC;82.0;TELEVISION
LT-58VU8055;JVC;70.0;TELEVISION
LT-65VU8055;JVC;109.0;TELEVISION
D22F342A;TELEFUNKEN;22.0;TELEVISION
E24H340A;TELEFUNKEN;21.0;TELEVISION
MD240A-K;AIWA;18.0;MONITOR
MD320G-Y;AIWA;27.0;MONITOR
TM32N;TCL;39.0;SIGNAGE
LT-50VAQ8100;JVC;65.0;TELEVISION
43-FUF-7061;FINLUX;54.0;TELEVISION
24-FWAF-9550-12;Finlux;22.0;TELEVISION
50QA4163DG;TOSHIBA;65.0;TELEVISION
55QA4163DG;TOSHIBA;77.0;TELEVISION
55QA4163DA;TOSHIBA;77.0;TELEVISION
LT-70VAQ8100;JVC;114.0;TELEVISION
43UL2163DBC;TOSHIBA;54.0;TELEVISION
55UL2163DBC;TOSHIBA;82.0;TELEVISION
43 LED 5221 B;KENDO;42.0;TELEVISION
70QA6C63DG;TOSHIBA;114.0;TELEVISION
50HAK5360;HITACHI;71.0;TELEVISION
LT-55VAQ6200;JVC;64.0;TELEVISION
LT-65VAQ7200;JVC;85.0;TELEVISION
LT-70VAQ7200;JVC;114.0;TELEVISION
D50U660X5CWI;TELEFUNKEN;71.0;TELEVISION
50UA8000;TELEFUNKEN;71.0;TELEVISION
65HAK5353;HITACHI;109.0;TELEVISION
XU50L800;TELEFUNKEN;71.0;TELEVISION
QU70L800;TELEFUNKEN;114.0;TELEVISION
43-FUG-7150;FINLUX;54.0;TELEVISION
TE65650G55U4UA;TELEFUNKEN;109.0;TELEVISION
55G9ECMI;FINLUX;64.0;TELEVISION
43V2263DG;TOSHIBA;54.0;TELEVISION
43UF3D53DB;TOSHIBA;51.0;TELEVISION
32LK3C63DB;TOSHIBA;32.0;TELEVISION
50QUA9040;TELEFUNKEN;65.0;TELEVISION
42FAE5510;TELEFUNKEN;40.0;TELEVISION
43UE7251N;TELEFUNKEN;54.0;TELEVISION
32552SMHDLED;DigiHome(GB-IE);32.0;TELEVISION
50-FUF-7061;FINLUX;71.0;TELEVISION
32-FHP-5520;FINLUX;32.0;TELEVISION
32W2263DG;TOSHIBA;32.0;TELEVISION
55UE7251N;TELEFUNKEN;82.0;TELEVISION
39-FHF-4121;FINLUX;36.0;TELEVISION
42-FFF-6151;FINLUX;40.0;TELEVISION
24-FHF-4150;FINLUX;22.0;TELEVISION
50DM55UQP;Daewoo;65.0;TELEVISION
55DM54UA;Daewoo;82.0;TELEVISION
43DE54UL;Daewoo;54.0;TELEVISION
42FE5510;TELEFUNKEN;40.0;TELEVISION
40FEA5010;TELEFUNKEN;45.0;TELEVISION
D40F550X2CW;TELEFUNKEN;45.0;TELEVISION
LT-32VAHP20W;JVC;26.0;TELEVISION
TV WITH ME ML24L;TELEFUNKEN;21.0;TELEVISION
TV WITH ME ML24G;TELEFUNKEN;21.0;TELEVISION
U43DGA50;DIGIHOME;54.0;TELEVISION
55UK4D63DB;TOSHIBA;82.0;TELEVISION
43FHD5004;FINLUX;42.0;TELEVISION
55UHD5005;FINLUX;82.0;TELEVISION
24WM1A63DG;TOSHIBA;22.0;TELEVISION
32WN3D63DG;TOSHIBA;32.0;TELEVISION
55-FAH-9170;FINLUX;64.0;TELEVISION
32-FHG-4060;FINLUX;32.0;TELEVISION
D40F554W1CW;TELEFUNKEN;37.0;TELEVISION
D50U750R1CW;TELEFUNKEN;65.0;TELEVISION
32 LED 5222 B;KENDO;26.0;TELEVISION
43 LED 5241 B;KENDO;42.0;TELEVISION
42 OLED EX1;KENDO;48.0;TELEVISION
TE42550G54V4H;TELEFUNKEN;40.0;TELEVISION
LT-42VU3155;JVC;48.0;TELEVISION
50UL3263DB;TOSHIBA;71.0;TELEVISION
43LK3C63DB;TOSHIBA;42.0;TELEVISION
D32F554W1CW;TELEFUNKEN;32.0;TELEVISION
65UHD185-660;TELEFUNKEN;85.0;TELEVISION
H32DG20;DIGIHOME;32.0;TELEVISION
F43DG20;DIGIHOME;42.0;TELEVISION
QU55K800;TELEFUNKEN;77.0;TELEVISION
55UA3D63DA;TOSHIBA;64.0;TELEVISION
65UA3D63DA;TOSHIBA;85.0;TELEVISION
55DM53UA;Daewoo;82.0;TELEVISION
43-FAF-8051;FINLUX;42.0;TELEVISION
D43V950M2CWH;TELEFUNKEN;51.0;TELEVISION
D70V850M5CWH;TELEFUNKEN;94.0;TELEVISION
32HAE2353W;HITACHI;32.0;TELEVISION
50UL4D63DG;TOSHIBA;71.0;TELEVISION
55UL4D63DB;TOSHIBA;82.0;TELEVISION
43QA5D63DB;TOSHIBA;51.0;TELEVISION
43UL2163DAY;TOSHIBA;54.0;TELEVISION
50UL2163DAY;TOSHIBA;71.0;TELEVISION
65HAQ7351;HITACHI;85.0;TELEVISION
55HAQ7351;HITACHI;77.0;TELEVISION
D39H500X1CWI;Telefunken;36.0;TELEVISION
D42F553X2CW;Telefunken;40.0;TELEVISION
55UL3063DB;TOSHIBA;82.0;TELEVISION
XH24K550VD;TELEFUNKEN;21.0;TELEVISION
XU55K700;TELEFUNKEN;82.0;TELEVISION
T24X720I Mobile;TELEFUNKEN;21.0;TELEVISION
LT-32VF5025;JVC;32.0;TELEVISION
58UA9000;TELEFUNKEN;70.0;TELEVISION
42FHD4001;FINLUX;40.0;TELEVISION
39HEA5010W;TELEFUNKEN;36.0;TELEVISION
LT-43A3500;JVC;54.0;TELEVISION
24-DHD-4040;DIGIHOME;22.0;TELEVISION
50QA5D63DB;TOSHIBA;54.0;TELEVISION
65QA7D63DA;TOSHIBA;85.0;TELEVISION
43QL5D63DAY;TOSHIBA;51.0;TELEVISION
65UG8450;TELEFUNKEN;109.0;TELEVISION
42FG6010;TELEFUNKEN;40.0;TELEVISION
32TH4010;TELEFUNKEN;32.0;TELEVISION
65UHD185-660;TELEFUNKEN;85.0;TELEVISION
H32DG20;DIGIHOME;32.0;TELEVISION
F43DG20;DIGIHOME;42.0;TELEVISION
QU55K800;TELEFUNKEN;77.0;TELEVISION
55UA3D63DA;TOSHIBA;64.0;TELEVISION
65UA3D63DA;TOSHIBA;85.0;TELEVISION
55DM53UA;Daewoo;82.0;TELEVISION
43-FAF-8051;FINLUX;42.0;TELEVISION
D50U750R1CW;TELEFUNKEN;65.0;TELEVISION
32 LED 5222 B;KENDO;26.0;TELEVISION
43 LED 5241 B;KENDO;42.0;TELEVISION
42 OLED EX1;KENDO;48.0;TELEVISION
32 LED 2241 B;KENDO;26.0;TELEVISION
32 LED 2251 B;KENDO;26.0;TELEVISION
24 LED 3251 B;KENDO;16.0;TELEVISION
32 QLED 6251 S;KENDO;26.0;TELEVISION
40 QLED 6251 B;KENDO;37.0;TELEVISION
50 LED 8251 DG;KENDO;54.0;TELEVISION
32 LED 5251 W;KENDO;26.0;TELEVISION
TTN-3201;AG Neovo;50.0;SIGNAGE
ME-2401;AG Neovo;17.8;MONITOR
HMQ-7501;AG Neovo;201.4;SIGNAGE
SA43SM10VDA;SABA;45.0;TELEVISION
55A68S;Hisense;60.0;TELEVISION
55E6DS;Hisense;60.0;TELEVISION
55E6ST;Hisense;60.0;TELEVISION
55E66SL RU;Hisense;60.0;TELEVISION
55A69STUK;Hisense;60.0;TELEVISION
50E61ST;Hisense;54.0;TELEVISION
50A67STUK;Hisense;54.0;TELEVISION
43S52QTUK;Hisense;42.0;TELEVISION
65E79S PRO;Hisense;84.0;TELEVISION
65Q70STUK PRO;Hisense;84.0;TELEVISION
65Q71STUK PRO;Hisense;84.0;TELEVISION
MW3265-G;UNV Technology EUROPE B.V.;96.2;MONITOR
24A2TWVX;SCHNEIDER;17.0;TELEVISION
55E71S PRO;Hisense;63.0;TELEVISION
55Q70STUK PRO;Hisense;63.0;TELEVISION
55E7STUK PRO;Hisense;63.0;TELEVISION
55E78STUK PRO;Hisense;63.0;TELEVISION
55U7SE;Hisense;64.0;TELEVISION
55U76SE;Hisense;64.0;TELEVISION
55U77SL;Hisense;64.0;TELEVISION
50Q81S;Hisense;54.0;TELEVISION
50E81S;Hisense;54.0;TELEVISION
50Q80STUK;Hisense;54.0;TELEVISION
50E89STUK;Hisense;54.0;TELEVISION
85U76SE;Hisense;103.0;TELEVISION
TX-1902;AG Neovo;12.0;MONITOR
727pu (HSD-0165-W);HP, Inc.;26.0;MONITOR
FPSKCTV65UG;FPS;111.0;TELEVISION
FMO 103 sm;Cytem;4.5;OTHER
NXMP15FHD601;Nilox;4.0;MONITOR
QLED-506WBS;INVES;53.0;TELEVISION
43Z1-SLVS26;SCHAUB LORENZ;40.0;TELEVISION
ELT65WQ8DE;KB ELEMENTS;113.0;TELEVISION
ELT75WQ8DE;KB ELEMENTS;138.0;TELEVISION
75U80STUK;Hisense;85.0;TELEVISION
75U8S PRO;Hisense;85.0;TELEVISION
100U71SE;Hisense;190.0;TELEVISION
100U7DSE;Hisense;190.0;TELEVISION
100U76SE;Hisense;190.0;TELEVISION
100U78SE;Hisense;190.0;TELEVISION
100U78STUK;Hisense;190.0;TELEVISION
40PFS6050/12;PHILIPS;33.0;TELEVISION
GF600H;Gawfolk;31.2;MONITOR
AT40FQ1;Antteq;37.0;TELEVISION
ATQ40FQ1CS;Antteq;37.0;TELEVISION
75U70S PRO;Hisense;83.0;TELEVISION
75U79S PRO;Hisense;83.0;TELEVISION
75U7STUK PRO;Hisense;83.0;TELEVISION
75U78STUK PRO;Hisense;83.0;TELEVISION
MZ2707-Y;NPC;25.1;MONITOR
MZ2707-Y;aiwa;25.1;MONITOR
DHI-LTV65-QSG400;Dahua;110.0;TELEVISION
L3240HD;Proline ;26.0;TELEVISION
MW3355-G;UNV Technology EUROPE B.V.;72.0;MONITOR
BBUHM2760H;BlueBuilt;26.0;MONITOR
XB273U X2;acer;25.0;MONITOR
43A7STUK;Hisense;48.0;TELEVISION
OLED97G64LW;LG Electronics;184.0;TELEVISION
7132F;TRAVELVISION;27.9;MONITOR
85U7STUK;Hisense;103.0;TELEVISION
SDPF15AL26;Sandstrom;6.4;MONITOR
55U86S;Hisense;64.0;TELEVISION
55U81STUK;Hisense;64.0;TELEVISION
BL2291;BenQ;13.5;MONITOR
65U81S;Hisense;82.0;TELEVISION
65U8DS;Hisense;82.0;TELEVISION
34GX90DA;LG Electronics;31.9;MONITOR
32UR55ZK;LG Electronics;31.6;MONITOR
GF270H;Gawfolk;19.8;MONITOR
55E7S;Hisense;63.0;TELEVISION
LT-40CT350;JVC;37.0;TELEVISION
DHI-LTV58-QSG400;Dahua;92.0;TELEVISION
SE2722HX;DELL;20.0;MONITOR
P2422H;DELL;12.0;MONITOR
S3222DGM;DELL;26.0;MONITOR
E2222HN;DELL;12.1;MONITOR
S2722QC;DELL;24.8;MONITOR
E2422H;DELL;16.0;MONITOR
E2422HS;DELL;16.0;MONITOR
S2422HZ;DELL;13.5;MONITOR
AW3423DW;ALIENWARE;42.3;OTHER
P2423DE;DELL;20.0;MONITOR
U3223QZ;DELL;29.9;MONITOR
S3423DWC;DELL;31.0;MONITOR
S2721HS;DELL;15.7;MONITOR
S2421NX;DELL;12.2;MONITOR
E1916HV;DELL;8.6;MONITOR
E2420HS;DELL;11.9;MONITOR
SE2219H;DELL;12.9;MONITOR
S2721QS;DELL;28.8;MONITOR
AW2521HFA;ALIENWARE;20.4;MONITOR
AW2720HFA;ALIENWARE;22.4;MONITOR
AW2521H;ALIENWARE;19.1;MONITOR
C2722DE;DELL;22.8;MONITOR
D7522QT;DELL;254.0;OTHER
P2425HE;DELL;13.9;MONITOR
P2425DE;DELL;16.5;MONITOR
U2725QE;DELL;25.4;MONITOR
U3225QE;DELL;30.5;MONITOR
AW3225DM;ALIENWARE;33.0;MONITOR
SE2225HM;DELL;11.7;MONITOR
E2225HM;DELL;11.9;MONITOR
E2425HM;DELL;14.3;MONITOR
E2225HSM;DELL;11.4;MONITOR
S3425DW;DELL;31.0;MONITOR
S3225QS;DELL;32.0;MONITOR
AW2725Q;ALIENWARE;39.4;PROFESSIONAL_DISPLAY
AW3425DW;ALIENWARE;31.0;MONITOR
P3425WE Halogen-Free;DELL;28.7;MONITOR
P2425 Halogen-Free;DELL;13.6;MONITOR
E2723H;DELL;17.0;MONITOR
G2723H;DELL;19.6;MONITOR
AW2523HF;ALIENWARE;15.8;MONITOR
U3423WE;DELL;31.0;MONITOR
AW2723DF;ALIENWARE;22.1;MONITOR
E2424HS;DELL;14.0;MONITOR
S3221QSA;DELL;33.0;MONITOR
U4924DW;DELL;45.0;MONITOR
AW2724HF;ALIENWARE;21.4;MONITOR
U2424H;DELL;13.7;MONITOR
U2724DE;DELL;24.4;MONITOR
S2425HS;DELL;14.5;MONITOR
S2725HS;DELL;17.0;MONITOR
L32M7-EAUKR;XIAOMI;27.0;TELEVISION
P24FBA-RAGL;XIAOMI;17.0;MONITOR
L55MA-SEU;XIAOMI;74.0;TELEVISION
L65MA-AEU;XIAOMI;87.0;TELEVISION
P27QCA-RGGL;Xiaomi;24.0;MONITOR
L85MA-MAXEU;XIAOMI;162.0;TELEVISION
L100MA-MAXME;XIAOMI;183.0;TELEVISION
L75MB-APEU;XIAOMI;125.0;TELEVISION
L50MB-APEU;XIAOMI;60.0;TELEVISION
L43MB-FAEU;XIAOMI;50.0;TELEVISION
S2721D;DELL;19.0;MONITOR
P2217;DELL;13.3;MONITOR
P2219H;DELL;13.5;MONITOR
UP3017A;DELL;35.8;MONITOR
P2421DC;DELL;18.5;MONITOR
SE2725HG;DELL;17.3;MONITOR
S2725DC;DELL;21.4;MONITOR
S2425HSM;DELL;14.3;MONITOR
U5226KW;DELL;63.6;MONITOR
75U7DSE;Hisense;85.0;TELEVISION
75U77SE;Hisense;85.0;TELEVISION
75U78SE;Hisense;85.0;TELEVISION
75U76STUK;Hisense;85.0;TELEVISION
75U78STUK;Hisense;85.0;TELEVISION
25E3A;KOORUI;18.0;MONITOR
L55M6-6AEU;MI;84.0;TELEVISION
L55M6-6ESG;Xiaomi;115.0;TELEVISION
L43M7-EAEU;XIAOMI;54.0;TELEVISION
XV271;acer;21.0;MONITOR
GF240D;Gawfolk;18.3;MONITOR
GCB3280QSU-B2;IIYAMA CORPORATION;28.4;MONITOR
GF320F;Gawfolk;30.4;MONITOR
LB065A-01-SKY-zzz;Sky;87.0;TELEVISION
85E8DS;Hisense;128.0;TELEVISION
85Q81STUK;Hisense;128.0;TELEVISION
85E88STUK;Hisense;128.0;TELEVISION
M49UW;GAME;45.2;MONITOR
NXM27FHD2001;NILOX;21.4;MONITOR
VS156TSFHD001;SHENZHEN VS DISPLAY ELECTRONICS CO.,LTD;10.2;MONITOR
32A4KPDTSGR;Alogic;29.3;MONITOR
32A4KPDTMSLV;Alogic;29.3;MONITOR
32A4KPDTM;Alogic;29.3;MONITOR
DF24VT;Difao;17.0;TELEVISION
BBCCAAD;LG Electronics;63.9;TELEVISION
MD270K-V;aiwa;21.2;MONITOR
PF22HD Super 120/PXP 22G;ARMAGGEDDON;16.0;MONITOR
cosmos;KONIX;32.0;MONITOR
LT-50KT650;JVC;54.0;TELEVISION
LT-55KT850;JVC;64.0;TELEVISION
LED40M10VDA;UNITED;37.0;TELEVISION
IOP32V2QM10VDA;IOPLEE;26.0;TELEVISION
XB2497HSN-B1;IIYAMA CORPORATION;14.4;MONITOR
XB2497HSN-B1 A;IIYAMA CORPORATION;14.4;MONITOR
X2491HS-B1;IIYAMA CORPORATION;12.0;MONITOR
XB2491HS-B1;IIYAMA CORPORATION;12.0;MONITOR
QT430FGT;QBELL;42.0;TELEVISION
PXP 27 G;ARMAGGEDDON;21.0;MONITOR
GF340C;Gawfolk;28.4;MONITOR
XV270 P6;acer;17.1;MONITOR
XV240Y W3bmiiprx;acer;14.0;MONITOR
4T-C55HM_;Sharp;74.0;TELEVISION
65U70SE;Hisense;84.0;TELEVISION
65U76STUK;Hisense;84.0;TELEVISION
65U78STUK;Hisense;84.0;TELEVISION
55Q8STUK;Hisense;64.0;TELEVISION
FPSKCTV55UG;FPS;83.0;TELEVISION
L65MB-AME;Xiaomi;85.0;TELEVISION
L65MB-APTR;XIAOMI;105.0;TELEVISION
L75MB-APTR;XIAOMI;125.0;TELEVISION
L32MB-APME;XIAOMI;26.4;TELEVISION
L55MB-ATR;XIAOMI;75.0;TELEVISION
P27QDA-RAGL;MI;21.0;MONITOR
P27QDB-RGGL;XIAOMI;25.0;MONITOR
L55MC-SEU;XIAOMI;76.0;TELEVISION
L85MC-SEU;XIAOMI;168.0;TELEVISION
L85MC-SME;XIAOMI;168.0;TELEVISION
L43MB-AUME;XIAOMI;50.0;TELEVISION
CL17732-BT2J;JVC;10.9;MONITOR
CL17732-WT2J;JVC;10.9;MONITOR
CL19932-BT2E;JVC;13.0;MONITOR
32A58S;Hisense;27.0;TELEVISION
32A57STUK;Hisense;27.0;TELEVISION
32A58STUK;Hisense;27.0;TELEVISION
32E51STUK;Hisense;27.0;TELEVISION
10671;OPTONICA;200.0;OTHER
SE2726HGS;DELL;19.7;MONITOR
50E77S PRO;Hisense;54.0;TELEVISION
50E77SL PRO;Hisense;54.0;TELEVISION
50Q7STUK PRO;Hisense;54.0;TELEVISION
50E77STUK PRO;Hisense;54.0;TELEVISION
85Q70S PRO;Hisense;110.0;TELEVISION
85Q71S PRO;Hisense;110.0;TELEVISION
85Q72S PRO;Hisense;110.0;TELEVISION
85E7DS PRO;Hisense;110.0;TELEVISION
85E77S PRO;Hisense;110.0;TELEVISION
85Q70STUK PRO;Hisense;110.0;TELEVISION
85E7STUK PRO;Hisense;110.0;TELEVISION
85E78STUK PRO;Hisense;110.0;TELEVISION
85E79STUK PRO;Hisense;110.0;TELEVISION
C24-V100FC;DUTZO;18.0;MONITOR
G34-I165QL;DUTZO;29.0;MONITOR
85UR96S;Hisense;86.0;TELEVISION
85ER9STUK;Hisense;86.0;TELEVISION
55A78S;Hisense;63.0;TELEVISION
55A7STUK;Hisense;63.0;TELEVISION
TS-508G;aiwa;63.2;TELEVISION
C16-I60FC-B;DUTZO;7.0;MONITOR
C32-I120UL-B;DUTZO;29.9;MONITOR
MFG27D1U;Minifire;25.0;MONITOR
AG276QSG2;AOC;26.0;MONITOR
A160W03H;Shenzhen Anmite Technology Co.,Ltd.;6.4;MONITOR
OLED65C69LB;LG Electronics;93.6;TELEVISION
OLED65C6ELB;LG Electronics;93.6;TELEVISION
FSID24BF2I;Feuvision;15.5;SIGNAGE
65Q80S;Hisense;84.0;TELEVISION
65E8DS;Hisense;84.0;TELEVISION
65E8S RU;Hisense;84.0;TELEVISION
65Q80STUK;Hisense;84.0;TELEVISION
PA27JCV;ASUS;26.1;MONITOR
IOP43V2QM10VDA;IOPLEE;45.0;TELEVISION
75Q82S;Hisense;107.0;TELEVISION
75E8DS;Hisense;107.0;TELEVISION
75E88S;Hisense;107.0;TELEVISION
75E81S;Hisense;107.0;TELEVISION
75Q8STUK;Hisense;107.0;TELEVISION
G2771HSU-B1 A;IIYAMA CORPORATION;18.6;MONITOR
G2771HS-B1 A;IIYAMA CORPORATION;18.6;MONITOR
TF2438MSC-B2;IIYAMA CORPORATION;18.0;MONITOR
H65K85GUX;Haier;75.0;TELEVISION
H65S80GUX;Haier;76.0;TELEVISION
V40TD2070;Vortex;45.0;TELEVISION
LEDV-24TD1200;Vortex;21.0;TELEVISION
LEDV-43V650S;Vortex;42.0;TELEVISION
V39TPHE01;Vortex;45.0;TELEVISION
V32EN1S;Vortex;31.0;TELEVISION
V40R5162VS;Vortex;37.0;TELEVISION
V24TD2010S;Vortex;21.0;TELEVISION
V42R5162VS;Vortex;36.0;TELEVISION
V55R0213VS;Vortex;100.0;TELEVISION
V32V850S;Vortex;32.0;TELEVISION
V40V850S;Vortex;45.0;TELEVISION
V50V850US;Vortex;71.0;TELEVISION
V55TD2072S;Vortex;102.0;TELEVISION
V32V950;Vortex;26.0;TELEVISION
V32R0212;VORTEX;26.0;TELEVISION
V43R0213VS;VORTEX;50.0;TELEVISION
